Description,TotalSalesDollars,GrossProfit,ProfitMargin,StockTurnover,TargetSegment
Jagermeister Liqueur,2058034.4200000002,448502.44,22.328706727993787,0.9857395318400984,Others
Malibu Rum,2035825.0,507390.14,25.385788076022116,0.9775054103583466,Others
Pinnacle Vodka,2010777.5000000002,534666.4799999999,26.46451427653237,0.9866274197956122,Others
Stolichnaya,1920270.47,438948.95000000007,25.542705396637835,0.9705914395855133,Others
Canadian Club,1819338.25,432129.6799999998,25.40551208145073,0.9892163880094118,Others
Veuve Clicquot Brut Yellow,1791728.38,557108.4999999999,30.1297720632965,0.9346743093936587,Others
Jack Daniels Tennessee Honey,1790915.1099999999,390381.62999999995,19.169590670823276,0.9347236450397917,Others
Skyy Vodka,1746842.27,399818.3999999999,23.304097140373337,0.9762778625699647,Others
The Glenlivet 12 Yr Single,1721078.03,389941.5899999999,25.787938899845265,0.9788193678558293,Others
Grand Marnier,1715609.4200000002,568709.43,34.89139994510057,1.0139943251231531,Others
Capt Morgan Original Barrel,1635666.58,318227.1000000001,19.455499298640685,0.99954475328157,Others
Bacardi Superior Rum Trav,1623375.63,455147.89,30.032985770069786,1.0479320040467417,Others
Three Olives Vodka,1555364.1400000001,422298.85000000003,47.260878481044266,2.0268649783960426,Others
Amaretto DiSaronno,1546173.66,503123.57999999996,29.5663070065659,0.983904917242523,Others
Moet & Chandon Nectar Imp Rs,1533634.52,519150.23,33.850974481195166,0.9889034161386572,Others
Bulleit Bourbon,1429562.88,364603.65,20.06429402258667,0.9197886729945645,Others
Beefeater,1369169.38,233630.2999999999,17.96341564786681,0.9761878764221985,Others
Svedka Vodka,1340318.88,304827.0999999999,24.849219697132185,1.0060677219053142,Others
Cointreau Liqueur,1293142.0899999999,332131.08999999985,26.259032359665845,0.9815005668877443,Others
Clos du Bois Chard,1269408.06,467479.91000000003,36.66382272010774,0.9835272428432064,Others
Southern Comfort,1259836.67,333642.08999999997,27.29849933860446,0.9873807906762622,Others
Knob Creek Bourbon,1240620.1099999999,264549.50999999995,25.55631170341546,0.9337525257113076,Others
R M Woodbridge Chard Cal,1214491.83,491007.96,41.7088149678037,0.9838442462127782,Others
Hendrick's Gin,1158482.59,258884.23000000004,17.95761834968194,0.9171240830920523,Others
Cavit Pinot Grigio,1157821.76,434620.22,39.105218945691746,0.9996491276538015,Others
Hornitos Reposado Tequila,1157717.98,201678.27000000002,20.648527620328878,0.9312180885325605,Others
Josh Cellars Cab Svgn Sonoma,1095045.04,419591.8400000001,38.31731341388479,0.9795326752467824,Others
Platinum 7X Distilled Vodka,1076868.67,295185.08999999997,34.50920014587088,0.9875973977334634,Others
Dr McGillicuddy's Mentholmnt,1061780.95,288931.07999999996,26.555825605519853,0.969711268571465,Others
Moet & Chandon Imperial,1055234.52,348815.52999999997,36.69196430319118,1.0226069125561128,Others
Stolichnaya Razberi,1044119.64,247484.82000000007,25.751489215008252,1.0041548447546813,Others
Absolut Citron,1028260.25,273085.21,26.35369406634723,1.0051399626058264,Others
Jose Cuervo Especial Silver,1006921.1799999999,287079.6599999999,31.058837785347222,0.983037368185886,Others
Seagrams VO,1001443.01,282159.4899999999,25.550407241517334,0.985007684524848,Others
Ciroc Apple Vodka,975620.9700000001,206649.25,32.65579491456633,1.1558460157636266,Others
Hennessy Privilege VSOP,956519.6499999999,289905.4099999999,28.584265107255288,0.983872456814728,Others
Black Velvet Canadian Whisky,948838.57,259772.5,27.377944806775723,0.9838311005503436,Others
Woodford Reserve Bourbon,939737.9900000001,285434.12000000005,25.837903749814885,0.9569237283251532,Others
Gentleman Jack,935932.52,270898.38,23.479175941835035,0.9551460279429164,Others
Sailor Jerry Spiced Navy Rum,930065.5599999999,186965.66999999993,19.859675078460388,0.9114297333424745,Others
Hornitos Plata Tequila,924213.52,225642.97000000003,24.692403710995276,0.9872734339767004,Others
Santa Margherita Pnt Grigio,923055.25,373059.52,40.415730261000085,1.0054910608124177,Others
Bulleit 95 Rye,916830.89,236335.43,24.86753310532194,0.9652445913620954,Others
Canadian Ltd,899110.55,274393.02,30.51827386521046,0.9920356324881744,Others
Oyster Bay Svgn Bl Marlboro,890334.41,289721.81000000006,32.540785433643975,0.9904213298222516,Others
Smirnoff Raspberry Vodka,879557.4,257382.39999999994,27.088969061080586,0.9805095943687344,Others
Chivas Regal,879530.0599999999,181642.15000000002,21.405189611585236,0.9561045806119651,Others
Johnnie Walker Blue Label,855688.75,203332.95999999996,23.45091883254328,0.952290322657546,Others
R M Woodbridge Cab Svgn Cal,853230.47,350583.08999999997,39.52288105935332,0.9718714672409924,Others
Zhenka 80 Proof,816412.77,170538.06000000006,20.88870559925221,1.0033887067663634,Others
Remy Martin VSOP Cognac,815926.8,145486.81999999992,18.126595823314773,0.9399211097407165,Others
Apothic Winemakers Red Blend,812899.38,297301.62,36.57299135841387,0.96645881471634,Others
Seagrams 7 Crown,801560.19,212246.49999999997,24.75264860239386,1.0023294969756864,Others
Sambuca Romana,763390.62,217052.27999999997,27.077479453833504,0.9990286978141457,Others
MezzaCorona Pnt Grigio,762835.9500000001,256067.51000000007,35.43387396722881,0.9931005636287216,Others
New Amsterdam Vodka,756371.85,272798.04000000004,26.546753074411455,0.9680268261449259,Others
Gordons London Dry,754974.4600000001,244529.5000000001,30.195956689598987,0.9947229010156755,Others
Crown Royal Regal Apple,751229.65,230492.91000000006,32.68978427816866,1.0144051667398042,Others
Burnetts Vodka,731677.26,198621.51999999996,28.76396397125803,0.9963398471860344,Others
The Macallan 12 Yr Old,725793.21,193217.51,29.537030059280905,1.0353244102822314,Others
Gordons Vodka 80 Proof,724360.55,227567.87000000005,31.416380972155377,0.9920423948275566,Others
Belvedere Vodka,722495.84,154836.31000000003,22.27033154063437,0.9517911382764291,Others
Myers Original Dark Rum,713687.56,192399.9699999999,26.750873180616725,0.989561890030077,Others
1800 Silver Tequila,701881.81,239646.36000000002,33.72690854199998,0.9892902359921688,Others
Glenfiddich Special Rsv 12,684941.61,91229.35999999999,13.654036424378088,0.8560393199556787,Others
Mount Gay Eclipse,679528.3,180934.51999999996,25.89801088994711,0.9626749378982882,Others
Mark West Pnt Nr Sonoma,675519.62,318632.76,47.16854263981259,0.9951368901617728,Others
Ciroc Coconut Vodka,670215.26,191213.03000000003,29.711050610683667,1.0311560636815575,Others
Evan Williams Black Label B,663682.6699999999,197693.89999999997,29.266827225801944,0.982187802776038,Others
La Crema Chard Sonoma Cst,658288.13,209227.01,31.783500334420435,0.9542811455153364,Others
J Lohr Riverstone Chard,644244.4400000001,299703.77,37.279391455484735,0.9758936498283969,Others
La Marca Prosecco,617978.78,178333.67000000007,32.31995048578528,0.9852651679981513,Others
Ciroc Snap Frost Vodka,614624.69,168421.23,26.848283402858574,0.9995351957689432,Others
Buchanans Deluxe 12Yr Scotch,611353.35,123606.75,17.621390867344232,0.9210989325254003,Others
Courvoisier VS Cognac,602624.18,149987.68999999994,21.675793228543508,0.9489311719227332,Others
Hennessy VS Cognac,599256.5299999999,179996.52999999997,25.626743632690665,0.9662840778971835,Others
Bacardi Gold Rum,597005.62,177830.58000000002,28.748432636285088,0.9893119168384877,Others
Bogle Chard,591669.53,245979.23000000004,41.57375317265367,0.9703666837050388,Others
Dom Perignon,589317.73,193580.77,32.84828542321305,0.9082306338028168,Others
Tanqueray Sterling Vodka,582563.9199999999,161752.55,29.70733784761975,1.025749833880283,Others
Kamora Coffee,576977.34,154957.9,26.865200016851723,0.996282227586968,Others
Capt Morgan Spiced Rum 100,573172.7,135470.80999999997,42.723288679066876,1.3861030071448723,Others
Beringer Classic Wh Znfdl,567350.13,222249.16,37.47060276713799,1.0000476366251467,Others
New Amsterdam Gin,563484.4299999999,158961.28,48.33579230590572,2.433603213085037,Others
Ciroc Red Berry Vodka,561667.0399999999,161383.68,28.139646338956176,0.9820123202823581,Others
Capt Morgan Private Stock,555259.77,124352.41999999997,17.684957886346385,0.9301143678638262,Others
Jim Beam Traveler,550753.77,209005.34,35.44849970103214,1.142911386143175,Others
Lagavulin Single Malt 16-Yr,550740.5599999999,162662.53999999992,29.53523887908309,0.9773686229382432,Others
Oban 14-Yr Single Malt,549291.81,152226.93000000005,27.71330779535927,0.9319652244237768,Others
R M Woodbridge Pnt Grigio,546968.4199999999,222654.07,39.498154827874075,0.9634377399441627,Others
Kraken Black Spiced Rum,546076.1900000001,168019.32999999996,37.46681731351358,0.9405387282478156,Others
Allens Coffee Brandy,540403.56,180351.96000000002,32.04196007195203,0.9995624331585675,Others
Yellow Tail Chard Ausl,540267.39,205175.26,39.022980785751784,1.012620854020136,Others
Belvedere Polish Vodka,536414.8200000001,102647.26000000008,19.135798671632536,0.9610634783292692,Others
RumChata Liqueur,535736.84,160183.97999999995,40.57626563989918,3.1427155703532232,Others
Ciroc Peach Vodka,535435.5,134670.45,30.674716047110472,1.0924492080004915,Others
Caymus Cab Svgn Napa Vly,534970.9199999999,157244.2699999999,29.39304999980185,1.014257161892072,Others
DeKuyper Triple Sec,530040.68,134841.6,25.025402065978444,0.9985721907194858,Others
Fleischmanns Royal Vodka,527560.96,125505.27999999996,23.789720907324146,0.9924165727493268,Others
Wild Turkey 101,524038.63,136454.29000000004,29.867668864952737,1.0264486433036482,Others
Goslings Black Seal Bermuda,522535.21,153500.27999999997,29.376064437839503,1.0044800637164617,Others
Bentley's Vodka,520763.55,119230.44,22.895312085494464,0.9900402733911532,Others
Jenkins Vodka,520743.13,136439.77000000005,28.298949567321415,0.9923088085409446,Others
The Famous Grouse,520259.83999999997,151058.80999999997,26.738126473951795,0.9782051701529044,Others
Canadian Mist,518089.37,138923.65999999997,26.81461308499728,1.0029214139643587,Others
Tullamore Dew,515048.35000000003,92824.30999999997,17.199969075756783,0.8923158563972149,Others
1800 Reposado Gold Tequila,511933.89999999997,160467.73000000004,26.561876265024047,0.9541559161095232,Others
Menage a Trois Red,509372.48,221450.6,43.475179499292935,1.0001096130658775,Others
Duckhorn Decoy Cab Svgn,508256.95,185336.41000000003,36.46510096910628,0.9969439850435032,Others
Meiomi Pnt Nr,503067.48,171502.08000000002,34.09126743791907,0.9794578083237876,Others
Bogle Merlot,502198.46,219116.22000000003,43.63140022372829,0.9870228524403368,Others
Mionetto Prosecco Brut,499270.01,217428.65000000002,36.25047038023424,0.943045677920205,Others
Rumpleminze,496350.64,124662.34999999999,24.660734613779024,0.969066560863484,Others
Basil Hayden Bourbon,494732.98,131682.53000000003,26.616889377376868,1.0110492908079305,Others
Luksusowa Potato Vodka,485688.57,121932.50999999997,25.105081225197445,0.985166515164036,Others
Black Box Cab Svgn,485370.39999999997,202007.28,39.877270174793594,0.9964360068033313,Others
Kim Crawford Svgn Bl Marlbro,482171.72,164653.33999999997,20.672052143825297,0.9131870025537752,Others
Black Box Chard,479228.93,195480.15000000002,38.22304560153726,0.9975646138535823,Others
Jack Daniels Tennessee Fire,470601.23,163787.42,63.79768973205815,6.835811770951747,Others
Jack Daniels Tennesse Fire,469722.75,116398.35000000003,24.780224078991285,0.9725594949004372,Others
Ryans Irish Cream,468944.04,139229.15999999997,28.36785199676748,1.0259403697518825,Others
Pinnacle Whipped Vodka,463465.81000000006,91297.66999999995,20.17490942803564,0.9856847813263128,Others
Gilbeys London Dry,463220.03,123419.19000000006,26.64375070309461,1.0019773935814873,Others
Yukon Jack,460357.1,123176.9,32.72770484326036,1.122857571827307,Others
Balvenie 12 Yr Doublewood S,456461.78,96031.91000000005,21.038324391584336,0.8789526239875735,Others
J Lohr Seven Oaks Cab Svgn,454423.47,228763.0,42.958048705208725,1.026837008072853,Others
Chambord Royale de France,452457.21,145072.51,30.691101645892367,1.0301854705660989,Others
Smirnoff Vanilla Vodka,452120.64,137945.43,30.093721070458862,1.0245398659702571,Others
Jeffersons Bourbon,447608.24,94875.86,21.1961826261286,0.9197096110087768,Others
Capt Morgan Spiced Rum Trav,447487.4,109058.83999999995,24.371376713623665,0.9832379394930498,Others
R M Woodbridge Merlot Cal,446225.41,181002.67999999996,40.81017149682086,0.9697398650987075,Others
R M Woodbridge Svgn Bl Cal,444890.26,185025.54000000004,42.01682161637529,0.9753724274653626,Others
Stolichnaya Blueberi,444453.81,131713.28999999995,29.597257756677028,1.0054929222642652,Others
Jameson Black Barrel,444452.15,84112.52999999997,18.924991137966146,0.941469744570414,Others
Remy Martin 1738 Accord Ryl,444072.52,113135.27000000002,25.476755463274337,0.9716409984067976,Others
F Coppola Black Label Claret,443192.12,128328.32,28.955460670194228,0.9967281091062232,Others
Cupcake Prosecco,439565.18,202696.78,33.17012140584216,0.8898683435406076,Others
Ch Ste Michelle Chard Colmbi,431702.35,135164.63999999996,31.30968362808309,0.9945550938529876,Others
Fireball Cinnamon Whiskey,430139.43,86358.07,20.07676208619145,0.9931952389739804,Others
Smirnoff 80 Proof Traveler,427609.96,132218.92000000004,30.92044909337473,0.980184233076264,Others
Milagro Silver Tequila,420683.99,123599.63999999997,29.45749974549973,0.9789743865287082,Others
Ezra Brooks,418630.59,139328.28,32.021638319668945,0.9887445336270488,Others
WhistlePig 10 Yr Old Rye,417229.41,157624.58999999997,49.14497556551153,2.148903501405818,Others
Drambuie,413965.35,63112.579999999994,14.457964466895042,0.8765752119097062,Others
The Glenlivet 15Yr FrenchOak,413475.55,103838.0,25.113455922605336,1.0,Others
Buffalo Trace Bourbon,412468.64,77871.25999999995,18.87931649785544,0.9456987379877272,Others
E & J Brandy VS,409534.62,115259.61,27.30778745318958,0.9966989326523232,Others
Finlandia Vodka,405888.66,94004.09,23.086653347971865,0.990177054259588,Others
Glen Ellen Chard RSV,404308.57,135499.84,34.59141095863939,0.9997105619291933,Others
Ciroc Pineapple Vodka,402711.77,116145.70999999998,42.65621344788823,1.4862412900189692,Others
Barefoot Pnt Grigio Cal,400105.54,163856.66,37.38962997648978,0.972483995374065,Others
Bombay Dry Gin,399103.88,89355.21999999999,23.27694514129011,0.9663849237790606,Others
Stolichnaya Ohranj,396807.19,100991.47,25.440224484199522,0.9855491120160711,Others
Ch Beauchene Cotes du Rhone,391223.66,142987.86,34.918781078924496,0.9749287913412923,Others
Bacardi Limon Rum,388625.96,102351.23999999998,33.24317364237568,1.2895336300044566,Others
Alamos Ridge Malbec Mendoza,382832.11,172096.06,44.95340268087752,0.9929537447437208,Others
M & R Asti,381845.67,139469.88,34.60252860813095,0.9847594276361852,Others
Fireball Cinn Whisky Trav,381031.35,114821.78999999998,30.134473187048776,0.9986666143770344,Others
Black Box Pnt Grigio,379803.54000000004,145612.38999999996,36.983633288846114,0.9950904120727692,Others
Butter Chard,368418.66,111690.74,30.316254882421,0.8971493244677089,Others
Capt Morgan White,364780.94,114904.85999999999,38.6820150109738,1.412801718953285,Others
Phillips Seven Deadly Znfdl,362244.09,121592.84000000004,33.56654900843241,0.9448787405010364,Others
Yellow Tail Pnt Grigio Ausl,361385.60000000003,133371.15000000005,38.00265946343315,0.9898257412869276,Others
Cupcake Svgn Bl,361343.84,169775.46000000002,46.98446222301728,0.9919592158163054,Others
Jim Beam Black,361264.41000000003,79771.78,32.568625899467214,1.1758878542101776,Others
Toasted Head Chard,360783.42,133519.83,37.00830542600876,0.9728471683475562,Others
Stolichnaya Vanil,359252.27,90428.81,24.213382829173153,0.9959714946067163,Others
Yellow Tail Cab Svgn Ausl,358596.64,129799.13999999998,37.622101634692015,1.0026485615627767,Others
Chopin Vodka,353885.88,97736.51000000001,27.487630643931944,0.9938474975708541,Others
Patron Anejo Tequila,353800.9,80869.31,19.930374630298996,0.9199135030867481,Others
Frangelico Hazelnut Liqueur,353548.64,107993.26999999997,32.07717267833592,0.967700635302038,Others
Clos du Bois Cab Svgn N Cst,352579.31,123881.11000000002,35.135672027947415,0.9892352016762704,Others
Korbel Brut,351434.29,129124.43000000001,30.01415991273825,0.9421190400649055,Others
Cupcake Chard,350764.84,124473.88000000003,35.48641876420682,0.972321298208289,Others
Smirnoff Orange Vodka,348879.81999999995,109200.93999999999,37.66285937228135,1.2210689975256903,Others
Rombauer Carneros Chard,348353.42,109888.61,31.545150324632957,0.9655107602668922,Others
Old Crow,348058.25,102936.05,29.43991676746728,0.9936930695248398,Others
Franzia Tap Chard,347563.54,131534.97999999998,37.8448729115833,1.0016336728810302,Others
Laphroaig 10 Yr Single Malt,346877.52,101299.88000000003,29.203356850567896,0.9856252385192724,Others
Yellow Tail Merlot Ausl,346866.29000000004,135578.6,40.1692377980299,1.0219208786873164,Others
J & B Rare,345788.38,88698.43999999999,27.211228971296183,1.0257837501852212,Others
Yellow Tail Shiraz Ausl,345336.01999999996,127543.56999999996,37.82313168087124,1.0077284513977802,Others
Ch Ste Michelle Cab Svgn Col,344457.47,141553.39999999997,41.09459434861435,0.9779610137933656,Others
Calico Jack Spiced Rum,343902.62,88313.76999999996,26.082356295958803,0.9942474979197449,Others
Cruzan Aged Dark Rum,342683.35000000003,92731.47999999995,26.52398647386959,0.9934623305312489,Others
Jim Beam Apple,341462.06,58325.679999999964,16.350571498856798,0.937749982175638,Others
Gilbeys Vodka,341285.93,94399.93,27.660070838548776,0.9899030321686932,Others
Simi Chard,341002.63,150222.25,44.05310598337614,1.011063401802638,Others
Joel Gott Cab Svgn 815,339061.28,112244.72000000004,33.104552663754475,0.9441095482622608,Others
Cupcake Pnt Grigio,335460.35,131378.33999999997,39.1635971285429,0.9826302181167268,Others
Carnivor Cab Svgn,335379.21,131938.44000000003,39.34007716220693,0.9299431475804972,Others
Capt Morgan Silver Spicd Rum,334500.85000000003,79318.35999999997,30.414581861109482,1.1365755131000739,Others
Glenmorangie 10 Yr Scotch,334079.63,81819.35,24.490972406788167,0.9738214434710054,Others
Red Stag by Jim Beam,334012.08999999997,96859.68,30.86841262956368,1.0441851651221823,Others
Jack Daniels Single Barrel,332251.8,59586.28999999998,20.296690353286508,0.9533178986948325,Others
Sterling Vintners Cab Svgn C,329861.74,132613.65999999997,40.20280133124866,1.004166124202578,Others
Clan MacGregor,329242.0,78820.98999999999,23.940138256966,0.9607221055453774,Others
Ch Montaud Cotes de Prov Rse,328398.06,135855.06,41.36902026765932,0.9551684558773884,Others
Jose Cuervo Lime Margarita,324462.53,93643.69,28.707963794813836,0.9967642507436012,Others
La Crema Pnt Nr Sonoma Cst,323546.96,89633.35999999996,27.70335409734648,0.8794802867383512,Others
B & B Liqueur Dom,322338.36,96656.70000000003,29.410647823519326,1.077870772560851,Others
Bacardi Dragon Berry Rum,322292.83,105200.20999999999,34.37387291928774,0.9822579015429277,Others
Whitehaven Svgn Bl Marlboro,321940.23,104969.72999999998,32.60534727206972,0.982929061784897,Others
Jameson Caskmates,316023.68,59197.880000000005,18.73210260699452,0.9475935828877006,Others
Absolut Mandrin,314932.26,85441.54,27.77233987878262,1.032474666307225,Others
Kendall Jackson RSV Svgn Bl,314527.77,116989.77000000002,37.19537069811038,0.9378566149297856,Others
Barefoot Moscato Cal,313410.15,131653.0,42.3513239260654,0.9785143917880095,Others
Arrow Coffee Brandy,313194.52,115826.71000000002,28.12917841298174,0.9468954202870066,Others
Smirnoff Citrus Vodka,312446.6,97497.24,28.911024552454027,0.982059290088545,Others
Josh Cellars Chard,312371.37,100556.97,32.19148092861391,0.9803299492385786,Others
Dom Chandon Brut Cuvee,312343.97,108233.53999999998,34.65203442217885,0.961632239959516,Others
Franzia Crisp White Tap,312013.94,119370.94,38.25820730958367,0.9991675794085432,Others
M & R Sweet Vermouth,311904.10000000003,119136.45000000001,34.0376489052956,0.9601028968651667,Others
Kris Pnt Grigio Alto Adige,308789.51,128575.91,41.63869102936819,1.1073296354992077,Others
St Germain Liqueur,307930.26,92283.38,50.0365303272987,8.984992664409113,Others
Everclear 151,307740.52,85217.41999999998,27.91339780347715,0.9818968926020664,Others
Stags Leap Artemis Cab Svgn,306724.45,111114.13000000003,36.226042625555294,0.8855772026751962,Others
Bacardi Oakheart Spiced Rum,306032.05,118687.87999999999,41.32788737368194,1.2595345362653283,Others
Ghost Pine Cab Svgn LMartini,303925.04,126613.66999999998,41.65950590974669,0.9953926812476832,Others
Blantons Sgl Barrel Bourbon,302732.61,82937.75999999998,27.39637464229572,0.9859649122807016,Others
Dr McGillicuddy's Root Beer,299982.46,92879.84000000003,41.06754859362354,0.9443343467164448,Others
Balvenie 14 Yr Caribean Cask,299856.37,99507.65,33.18510458857352,0.9877201112140872,Others
Almaden Chard Cal B/B,299322.23,113354.14999999997,37.87027445305348,1.003404777852199,Others
Absolut Ruby Red,299239.07,81925.41000000002,23.568918236201128,0.9729522979450147,Others
Sauza Extra Gold Tequila,295923.92,36774.59999999999,25.325571217950397,1.0379552930453892,Others
Ferrari-Carano Chard,295359.45,95152.53,32.21584073236865,0.8670237272517853,Others
Seagrams Extra Dry Gin,293826.12,70725.32999999999,26.323438365688645,0.9914083482415963,Others
F Coppola Dmd Ivry Cab Svgn,293349.46,97991.24000000002,33.40426806989862,0.9962553917618618,Others
Barefoot Chard Cal,293247.09,123112.43,40.15813755884121,1.0101735265487617,Others
Mr Boston Light Rum,290202.84,83281.26000000001,31.115231932833062,1.104766738292826,Others
Firefly Sweet Tea Vodka,289921.77,69551.35,24.60961751422218,0.9791625716577118,Others
R M Woodbridge Pnt Nr,289571.31,117992.11,40.74716863352242,0.9860108917631042,Others
L Martini Cab Svgn Sonoma,288466.55,114452.71,39.67625015794726,0.9222691712337364,Others
R M Woodbridge Chard,288099.95,106811.34999999995,35.45007012088378,0.9315796315739713,Others
Cutty Sark,287085.77999999997,63420.61999999998,25.86620849195586,1.0255227164599665,Others
Jim Beam Honey,286414.34,63497.939999999995,21.16768962116329,0.9356129380413177,Others
GranGala Triple Orange,284686.23,78839.69999999995,27.128134923601785,1.00995945171645,Others
Taaka Vodka,284147.5,77777.26000000001,27.37214298911657,1.0114176346356916,Others
Southern Comfort 100 Proof,283406.2,52376.02999999997,34.57195644278845,1.3692183436120644,Others
Capt Morgan Cannon Blast,281585.68,45168.05999999999,45.818553098232655,1.9725379515833896,Others
Black Box Merlot Cal,281227.38,121987.80000000002,43.37692866178251,0.9948504008865132,Others
Campari,278457.15,81702.79999999996,29.3412469387121,0.993366855675618,Others
Johnnie Walker Double Black,276954.10000000003,67271.38000000003,24.289721654238026,0.9462095875139354,Others
Wild Turkey American Honey,276462.43,84105.75,25.864829526893697,0.9270687294007405,Others
Gilbeys Vodka Traveler,276249.33,72280.53000000003,26.164961196466983,0.9945700518902892,Others
14 Hands Cab Svgn Wash,273570.44,104579.03,38.22745980888871,0.9985224692781722,Others
Beringer Classic Pnt Grigio,272994.48,108811.22999999998,38.97219200162567,1.0114629913598316,Others
Ecco Domani Pnt Grigio Venez,270058.6,90644.68,33.56481889486208,1.0008186655751126,Others
Smirnoff Blueberry Vodka,270041.56,61029.79000000001,24.931138892020375,1.0016070605012284,Others
Old Smuggler P E T,266925.97,73274.76999999999,27.45134540487012,1.0005716463414631,Others
Tanqueray Rangpur Gin,265131.66,75906.79000000001,28.22768215630208,1.0044765545593834,Others
Zaccagnini Montepulciano Rsv,264292.94,123940.1,46.89497192017312,0.9867062184135356,Others
Simi Cab Svgn,262676.49,103771.88999999998,39.505587272009,1.0268785170473351,Others
Perrier Jouet Grand Brut,261139.72,62465.770000000004,24.649729555883276,0.8442162738809839,Others
Emmets Irish Cream,259709.47999999998,60767.829999999965,23.911812881811553,0.9997022491105645,Others
Ch Ste Michelle Rsl,259038.34,103399.63,39.91672815692071,0.9787116585584652,Others
Bogle Cab Svgn Cal,258987.15,84707.97999999998,32.70740652576778,0.949042676758215,Others
Villa Cornaro Prosecco Del,258911.62,107708.86,41.60062804442689,1.0056395795949755,Others
Tortilla Gold Tequila Liquer,258592.57,67164.41,25.973062567110883,1.001740600755918,Others
Sterling Vintners Cltn Chard,258456.59,101185.4,39.149862651983454,1.011677536108171,Others
Reyka Vodka,258420.63999999998,82979.18999999999,33.133912674442875,1.0977691809967816,Others
Barefoot Bubbly Brut Cve,257728.91,87496.71000000002,33.9491250709903,1.007240522063393,Others
Eagle Rare Single Barrel Bo,257336.98,76900.47999999998,29.88318274349842,0.9903190319031904,Others
Wild Turkey,256075.66000000003,34564.240000000005,16.159424033733625,0.8887599255231884,Others
Ron Virgin Heavy Bodied Rum,255440.34000000003,55235.420000000006,22.88381029017919,0.9869503807579898,Others
Freakshow Cab Svgn,254650.63,103995.89,40.83865411996036,0.9880182993246678,Others
Pallini Limoncello Liqueur,253399.66,56390.37999999999,23.248064220377668,0.9821023451136313,Others
E & J Superior RSV VSOP,253001.9,66434.80000000002,25.788946425990872,0.9702313939759437,Others
Beringer Classic Chard,252971.05,101023.98999999999,38.20567137921638,1.0086521220020042,Others
Franzia Sunset Blush Tap,252407.0,86405.07999999999,34.232442047962216,0.998542667458304,Others
Smirnoff Kissed Caramel,252290.91999999998,68903.87,25.94067889008945,0.9812833648171524,Others
Ch St Jean Chard California,251277.02,96057.06,38.22755459293492,0.9804611468782752,Others
Crown Royal Black,250548.04,76847.80999999998,30.477712381287432,1.0437914610414045,Others
Godiva Chocolate Liqueur,248209.88,58019.95000000001,22.39872608920227,0.9838801510570201,Others
Kendall Jackson Avant Chard,248151.38,88018.40000000002,35.46963954018713,0.9799083236944696,Others
Dalwhinnie 15-Yr Single Mal,247565.39,60288.850000000006,24.352697281312224,0.9049586776859504,Others
Crown Royal Canadian Whisky,247039.74,48349.07999999999,19.5713774633992,0.9865861837692824,Others
Baileys Irish Cream Mini's 4,245204.17,80626.89000000001,32.88153296903557,0.9998007015306124,Others
Olmeca Altos Plata Tequila,244281.21000000002,86028.1,34.974526793598415,1.029055041079129,Others
